#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,SUBJECT REQUIREMENTS,,,,
DIPLOMA IN SOCIAL WORK AND COMMUNITY DEVELOPMENT,,,,,,,,,
45,3795556,MURAGA TECHNICAL AND VOCATIONAL COLLEGE,"DIPLOMA IN FOOD AND BEVERAGES PRODUCTION, SALES & SERVICE MANAGEMENT.",C-,BIO: D+,CHE: D+,ENG/KIS: D+,HSC/AGR: D,
46,3820556,SABATIA TECHNICAL AND VOCATIONAL COLLEGE,"DIPLOMA IN FOOD & BEVERAGE PROD,SALES & SERVICES MANAGEMENT",C-,BIO: D+,CHE: D+,ENG/KIS: D+,HSC/AGR: D,
47,3936556,KIPTARAGON TECHNICAL AND VOCATIONAL COLLEGE,"DIPLOMA IN FOOD AND BEVERAGE PRODUCTION,SALES AND SERVICES",C-,BIO: D+,CHE: D+,ENG/KIS: D+,HSC/AGR: D,
,,,,,,,,,
DIPLOMA IN ELECTRICAL ENGINEERING,,,,,,,,,
1,1044607,NAIROBI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL ENGINEERING,C-,,,,,
2,1048607,KIIRUA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL AND ELECTRONICS,C-,,,,,
3,1084607,SIGALAGALA NATIONAL POLYTECHNIC,DIPLOMA IN ELECTRICAL AND ELECTRONICS,C-,,,,,
4,1112607,TECHNICAL UNIVERSITY OF KENYA,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING,C-,,,,,
5,1166607,SOUTH EASTERN KENYA UNIVERSITY,DIPLOMA IN ELECTRICAL ENGINEERING,C-,,,,,
6,1239607,NYERI NATIONAL POLYTECHNIC,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING,C-,,,,,
7,1277607,MUKIRIA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING,C-,,,,,
8,1405607,MUSAKASA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING,C-,,,,,
9,1465607,BONDO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING (ELECTRONICS OPTION),C-,,,,,
10,1565607,GODOMA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING,C-,,,,,
11,1575607,TSEIKURU TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL ENGINEERING(ELECTRONICS ),C-,,,,,
12,1675607,BURETI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING,C-,,,,,
13,1925607,KONOIN TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL AND ELECTRONICS,C-,,,,,
14,2727607,TINDIRET TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING,C-,,,,,
15,3825607,THARAKA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN ELECTRICAL AND ELECTRONICS,C-,,,,,
16,3930607,KIMININI TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN ELECTRICAL ENGINEERING,C-,,,,,
17,3950607,NYAKACH TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING,C-,,,,,
18,3970607,KINANGO TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN ELECTRICAL AND ELECTRONICS,C-,,,,,
,,,,,,,,,
DIPLOMA IN AUTOMOTIVE ENGINEERING,,,,,,,,,
1,1044701,NAIROBI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
2,1048701,KIIRUA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
3,1049701,SHAMBERERE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
4,1051701,FRIENDS COLLEGE KAIMOSI,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
5,1054701,BARINGO TECHNICAL COLLEGE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
6,1063701,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
7,1064701,KABETE NATIONAL POLYTECHNIC,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
8,1065701,KISII NATIONAL POLYTECHNIC,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
9,1067701,COAST INSTITUTE OF TECHNOLOGY,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
10,1071701,RWIKA TECHNICAL INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
11,1072701,MATHENGE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
12,1074701,KISUMU POLYTECHNIC,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
13,1076701,PC KINYANJUI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
14,1081701,MASAI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
15,1083701,MERU NATIONAL POLYTECHNIC,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
16,1084701,SIGALAGALA NATIONAL POLYTECHNIC,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
17,1099701,KAIBOI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
18,1100701,RIFT VALLEY TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
19,1101701,KITALE NATIONAL POLYTECHNIC,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
,,,,,,,,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,SUBJECT REQUIREMENTS,,,,
20,1104701,OL'LESSOS TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
21,1110701,BUMBE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
22,1113701,KENYA COAST POLYTECHNIC,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
23,1170701,MACHAKOS UNIVERSITY,DIPLOMA IN AUTOMOTIVE TECHNOLOGY,C-,,,,,
24,1190701,BUSHIANGALA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
25,1216701,SANG'ALO INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
26,1227701,KEROKA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
27,1228701,NYANDARUA INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
28,1230701,NORTH EASTERN PROVINCE NATIONAL POLYTECHNIC,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
29,1237701,ELDORET POLYTECHNIC,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
30,1239701,NYERI NATIONAL POLYTECHNIC,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
31,1240701,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
32,1241701,RAMOGI INSTITUTE OF ADVANCE TECHNOLOGY,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
33,1243701,WOTE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
34,1245701,EMINING TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
35,1268701,KENYA TECHNICAL TRAINERS COLLEGE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
36,1269701,THIKA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
37,1276701,RIFT VALLEY INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
38,1277701,MUKIRIA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
39,1307701,MATILI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
40,1382701,MICHUKI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
41,1430701,SIAYA INSTITUTE OF TECHNOLOGY,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
42,1440701,KAREN TECHNICAL TRAINING INSTITUTE FOR THE DEAF,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
43,1445701,KENYA INSTITUTE OF HIGHWAYS AND BUILDING ,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
,,TECHNOLOGY,,,,,,,
44,1520701,KATINE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
45,1560701,MAWEGO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
46,1575701,TSEIKURU TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
47,1610701,SIALA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
48,1620701,WERU TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
49,1625701,MAASAI MARA TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
50,1650701,ZIWA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
51,1675701,BURETI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE TECHNOLOGY,C-,,,,,
52,1720701,SOTIK TECHNICAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
53,1735701,MOIBEN TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
54,1880701,KENYA INDUSTRIAL TRAINING INSTITUTE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
55,1950701,MATHIOYA TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
56,2240701,KAPCHEROP TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
57,3710701,BUTERE TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN AUTOMOTIVE TECHNOLOGY,C-,,,,,
58,3725701,KIPSINENDE TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
59,3740701,BUNYALA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
60,3745701,EMSOS TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
61,3760701,KASARANI TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
62,3770701,KIPKABUS TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
63,3800701,NACHU TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN AUTOMOTIVE TECHNOLOGY,C-,,,,,
64,3805701,NDIA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
65,3825701,THARAKA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
66,3830701,UGENYA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
67,3930701,KIMININI TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
68,3970701,KINANGO TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN AUTOMOTIVE ENGINEERING,C-,,,,,
,,,,,,,,,
DIPLOMA IN MECHANICAL ENGINEERING (PLANT),,,,,,,,,
1,1044708,NAIROBI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN MECHANICAL ENGINEERING (PLANT),C-,,,,,
2,1049708,SHAMBERERE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN MECHANICAL ENGINEERING,C-,,,,,
3,1051708,FRIENDS COLLEGE KAIMOSI,DIPLOMA IN MECHANICAL ENGINEERING,C-,,,,,
,,,,,,,,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,SUBJECT REQUIREMENTS,,,,
4,1054708,BARINGO TECHNICAL COLLEGE,DIPLOMA IN MECHANICAL ENGINEERING (PLANT OPTION),C-,,,,,
5,1062708,NITA - ATHI RIVER,DIPLOMA IN MECHANICAL ENGINEERING (PLANT),C-,,,,,
6,1064708,KABETE NATIONAL POLYTECHNIC,DIPLOMA IN MECHANICAL ENGINEERING (PLANT),C-,,,,,
7,1065708,KISII NATIONAL POLYTECHNIC,DIPLOMA IN MECHANICAL ENGINEERING (PLANT),C-,,,,,
8,1067708,COAST INSTITUTE OF TECHNOLOGY,DIPLOMA IN MECHANICAL ENGINEERING (PLANT OPTION),C-,,,,,
9,1074708,KISUMU POLYTECHNIC,DIPLOMA IN MECHANICAL ENGINEERING (PLANT),C-,,,,,
10,1081708,MASAI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN MECHANICAL ENGINEERING,C-,,,,,
11,1082708,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,DIPLOMA IN MECHANICAL ENGINEERING (PLANT),C-,,,,,
12,1083708,MERU NATIONAL POLYTECHNIC,DIPLOMA IN MECHANICAL ENGINEERING (PLANT OPTION),C-,,,,,
13,1084708,SIGALAGALA NATIONAL POLYTECHNIC,DIPLOMA IN MECHANICAL ENGINEERING,C-,,,,,
14,1099708,KAIBOI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN MECHANICAL ENGINEERING (PLANT OPTION),C-,,,,,
15,1100708,RIFT VALLEY TECHNICAL TRAINING INSTITUTE,DIPLOMA IN MECHANICAL ENGINEERING (PLANT),C-,,,,,
16,1101708,KITALE NATIONAL POLYTECHNIC,DIPLOMA IN MECHANICAL ENGINEERING (PLANT),C-,,,,,
17,1104708,OL'LESSOS TECHNICAL TRAINING INSTITUTE,DIPLOMA IN MECHANICAL ENGINEERING (PLANT),C-,,,,,
18,1106708,RAILWAY TRAINING INSTITUTE,DIPLOMA IN MECHANICAL ENGINEERING ( PLANT),C-,,,,,
19,1112708,TECHNICAL UNIVERSITY OF KENYA,DIPLOMA IN MECHANICAL ENGINEERING,C-,,,,,
20,1113708,KENYA COAST POLYTECHNIC,DIPLOMA IN MECHANICAL ENGINEERING,C-,,,,,
21,1166708,SOUTH EASTERN KENYA UNIVERSITY,DIPLOMA IN MECHANICAL ENGINEERING,C-,,,,,
22,1170708,MACHAKOS UNIVERSITY,DIPLOMA IN MECHANICAL ENGINEERING ( PLANT),C-,,,,,
23,1190708,BUSHIANGALA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN MECHANICAL ENGINEERING,C-,,,,,
24,1237708,ELDORET POLYTECHNIC,DIPLOMA IN MECHANICAL ENGINEERING (PLANT),C-,,,,,
25,1239708,NYERI NATIONAL POLYTECHNIC,DIPLOMA IN MECHANICAL ENGINEERING (PLANT),C-,,,,,
26,1245708,EMINING TECHNICAL TRAINING INSTITUTE,DIPLOMA IN MECHANICAL ENGINEERING,C-,,,,,
27,1269708,THIKA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN MECHANICAL ENGINEERING (PLANT),C-,,,,,
28,1307708,MATILI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN MECHANICAL ENGINEERING,C-,,,,,
29,1430708,SIAYA INSTITUTE OF TECHNOLOGY,DIPLOMA IN MECHANICAL ENGINEERING (PLANT OPTION),C-,,,,,
30,1445708,KENYA INSTITUTE OF HIGHWAYS AND BUILDING ,DIPLOMA IN MECHANICAL ENGINEERING (PLANT OPTION),C-,,,,,
,,TECHNOLOGY,,,,,,,
31,1650708,ZIWA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN MECHANICAL ENGINEERING ( PLANT),C-,,,,,
32,1675708,BURETI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN MECHANICAL ENGINEERING ( PLANT),C-,,,,,
33,1880708,KENYA INDUSTRIAL TRAINING INSTITUTE,DIPLOMA IN MECHANICAL ENGINEERING (PLANT OPTION),C-,,,,,
34,3745708,EMSOS TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN MECHANICAL ENGINEERING ( PLANT),C-,,,,,
35,3770708,KIPKABUS TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN MECHANICAL ENGINEERING ( PLANT),C-,,,,,
36,3945708,SAMBURU TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN MECHANICAL ENGINEERING (PLANT OPTION),C-,,,,,
37,3950708,NYAKACH TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN MECHANICAL ENGINEERING ( PLANT),C-,,,,,
,,,,,,,,,
DIPLOMA IN APPLIED BIOLOGY,,,,,,,,,
1,1044711,NAIROBI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
2,1051711,FRIENDS COLLEGE KAIMOSI,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
3,1064711,KABETE NATIONAL POLYTECHNIC,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
4,1065711,KISII NATIONAL POLYTECHNIC,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
5,1067711,COAST INSTITUTE OF TECHNOLOGY,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
6,1074711,KISUMU POLYTECHNIC,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
7,1075711,KIAMBU INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
8,1076711,PC KINYANJUI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
9,1082711,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
10,1083711,MERU NATIONAL POLYTECHNIC,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
11,1084711,SIGALAGALA NATIONAL POLYTECHNIC,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
12,1085711,KISIWA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
13,1100711,RIFT VALLEY TECHNICAL TRAINING INSTITUTE,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
14,1101711,KITALE NATIONAL POLYTECHNIC,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
15,1104711,OL'LESSOS TECHNICAL TRAINING INSTITUTE,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
16,1113711,KENYA COAST POLYTECHNIC,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
17,1190711,BUSHIANGALA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
18,1216711,SANG'ALO INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
19,1237711,ELDORET POLYTECHNIC,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
20,1239711,NYERI NATIONAL POLYTECHNIC,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
,,,,,,,,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,SUBJECT REQUIREMENTS,,,,
21,1269711,THIKA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
22,1276711,RIFT VALLEY INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
23,1430711,SIAYA INSTITUTE OF TECHNOLOGY,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
24,1560711,MAWEGO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
25,1705711,SOT TECHNICAL TRAINING INSTITUTE,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
26,1925711,KONOIN TECHNICAL TRAINING INSTITUTE,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
27,3820711,SABATIA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN APPLIED BIOLOGY,C-,BIO: D+,,,,
,,,,,,,,,
DIPLOMA IN ENVIRONMENTAL SCIENCES,,,,,,,,,
1,1044713,NAIROBI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ENVIRONMENTAL SCIENCES,C-,,,,,
2,1063713,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN ENVIRONMENTAL SCIENCE,C-,,,,,
3,1065713,KISII NATIONAL POLYTECHNIC,DIPLOMA IN ENVIRONMENTAL SCIENCES,C-,,,,,
4,1074713,KISUMU POLYTECHNIC,DIPLOMA IN ENVIRONMENTAL SCIENCE,C-,,,,,
5,1075713,KIAMBU INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN ENVIRONMENTAL SCIENCE,C-,,,,,
6,1101713,KITALE NATIONAL POLYTECHNIC,DIPLOMA IN ENVIRONMENTAL SCIENCE,C-,,,,,
7,1104713,OL'LESSOS TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ENVIRONMENTAL SCIENCES,C-,,,,,
8,1113713,KENYA COAST POLYTECHNIC,DIPLOMA IN ENVIRONMENTAL SCIENCES,C-,,,,,
9,1237713,ELDORET POLYTECHNIC,DIPLOMA IN ENVIRONMENTAL SCIENCE,C-,,,,,
10,1650713,ZIWA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ENVIRONMENTAL SCIENCE,C-,,,,,
,,,,,,,,,
DIPLOMA IN ANALYTICAL CHEMISTRY,,,,,,,,,
1,1044714,NAIROBI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
2,1051714,FRIENDS COLLEGE KAIMOSI,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
3,1063714,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
4,1064714,KABETE NATIONAL POLYTECHNIC,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
5,1065714,KISII NATIONAL POLYTECHNIC,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
6,1067714,COAST INSTITUTE OF TECHNOLOGY,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
7,1074714,KISUMU POLYTECHNIC,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
8,1075714,KIAMBU INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
9,1076714,PC KINYANJUI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
10,1083714,MERU NATIONAL POLYTECHNIC,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
11,1084714,SIGALAGALA NATIONAL POLYTECHNIC,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
12,1085714,KISIWA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
13,1100714,RIFT VALLEY TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
14,1101714,KITALE NATIONAL POLYTECHNIC,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
15,1104714,OL'LESSOS TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
16,1112714,TECHNICAL UNIVERSITY OF KENYA,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
17,1113714,KENYA COAST POLYTECHNIC,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
18,1216714,SANG'ALO INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
19,1237714,ELDORET POLYTECHNIC,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
20,1239714,NYERI NATIONAL POLYTECHNIC,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
21,1269714,THIKA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
22,1276714,RIFT VALLEY INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
23,1560714,MAWEGO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
24,1925714,KONOIN TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ANALYTICAL CHEMISTRY,C-,CHE: D+,,,,
,,,,,,,,,
DIPLOMA IN ELECTRICAL AND ELECTRONICS (TELECOMMUNICATION),,,,,,,,,
1,1044717,NAIROBI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ELECTRICAL AND ELECTRONICS (TELECOMMUNICATION),C-,,,,,
2,1064717,KABETE NATIONAL POLYTECHNIC,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING (TELECOMMUNICATION),C-,,,,,
3,1065717,KISII NATIONAL POLYTECHNIC,DIPLOMA IN ELECTRICAL AND ELECTRONICS (TELECOMMUNICATION),C-,,,,,
4,1067717,COAST INSTITUTE OF TECHNOLOGY,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING (TELECOMMUNICATION OPTION),C-,,,,,
5,1071717,RWIKA TECHNICAL INSTITUTE,DIPLOMA IN ELECTRICAL ELECTRONICS (TELECOMMUNICATION),C-,,,,,
6,1074717,KISUMU POLYTECHNIC,DIPLOMA IN ELECTRICAL & ELECTRONICS ENGINEERING (TELECOMMUNICATION Option),C-,,,,,
